keyword,frequency,avg_score,paper_ids_str
agribusiness biotechnology,1,0.7312,545
agriculture chatbot gena1,1,0.8815,4182
agriculture education finance,1,0.7171,3086
sustainable packaging,1,0.7025,3146
sustainable pathway artificial,1,0.8149,1454
sustainable tourism introduce,1,0.8707,2830
sustainable transportation ecosystem,1,0.6356,2482
sustainable world activity,1,0.6523,2720
sustainable world reveal,1,0.6885,2625
svi dataset train,1,0.7811,3474
symptom prioritize,1,0.7403,1168
sustainable compute geodistribute,1,0.7603,4142
sustainable core analyze,1,0.7038,796
sustainable critical tool,1,0.6509,1120
sustainable education virtualonline,1,0.8165,1496
sustainable growth success,1,0.7311,3979
sustainable healthy,1,0.6648,3143
sustainable imagine lead,1,0.8867,3613
sustainable lean initiative,1,0.8276,2276
sustainability ethic,1,0.6334,3552
sustainability game play,1,0.8771,3707
sustainability possible dialogue,1,0.705,3237
sustainability recommendation fuzzyset,1,0.8786,1038
sustainability simulation flexsim,1,0.6802,72
sustainable agentic ragllm,1,0.8125,326
sustainable assessment,1,0.7049,2459
sustainable community,1,0.707,3123
sus suprq,1,0.6251,598
susceptible area,1,0.6999,4183
susceptible augmentation likely,1,0.7244,1832
sustain cultural production,1,0.7913,4057
sustain transactive memory,1,0.713,2283
sustain user interest,1,0.7629,569
sustainability artivism prompt,1,0.8539,1681
sustainability drawback emerge,1,0.6748,822
synthetic toxic nontoxic,1,0.7037,716
system achieve good,1,0.7506,3043
system adapt student,1,0.8502,2739
system adoption model,1,0.7593,544
system blockchain technology,1,0.7282,3609
system capable detect,1,0.6526,3230
system chatgptdriven pedagogical,1,0.7729,2840
system collaborative learn,1,0.7717,4007
synthetic content legitimately,1,0.7526,695
synthetic datum synthpop,1,0.5649,230
synthetic document interior,1,0.7303,1430
synthetic environment genotype,1,0.8363,866
synthetic medium deepfake,1,0.7499,3129
synthetic plastic mirror,1,0.6486,2103
synthetic student train,1,0.7577,2432
synthetic text real,1,0.838,2694
synthesis access toolkit,1,0.6449,1780
synthesis experimental indicate,1,0.6017,2870
synthesis system adapt,1,0.6717,3347
synthesize landscape multidimensional,1,0.8016,516
synthesize realistic,1,0.6303,1678
synthesize tool like,1,0.6702,3641
synthesizer currently though,1,0.6629,2154
synthetic accelerometer datum,1,0.7838,3821
synchronous ondemand offering,1,0.7085,2240
synchronous programming kid,1,0.7859,401
synchrotron xray,1,0.7162,539
synergism vesicle trafficking,1,0.7847,1268
synergy agentic,1,0.5722,1670
synergy lcnc genai,1,0.7412,3737
syntacticallyaware resourceefficient small,1,0.7776,3061
syntax error alignment,1,0.727,492
system resource oncoming,1,0.6087,3730
system sd modeling,1,0.6788,3196
system seek area,1,0.5479,4266
system student genais,1,0.8042,3272
system sustainability trustworthiness,1,0.7846,958
system transformer genai,1,0.5915,126
system unsafe agent,1,0.8549,2504
system user framework,1,0.7324,3415
system internal operation,1,0.7651,2167
system leverage textconditional,1,0.6371,1153
system like vehicular,1,0.632,2757
system llm late,1,0.6845,3873
system optimise virtual,1,0.6609,856
system peergrader,1,0.7867,3755
system rank performance,1,0.7422,3032
system resilient,1,0.692,2715
system engineering navigator,1,0.9091,1288
system evidencecentere,1,0.773,423
system extract note,1,0.6822,2296
system generate expression,1,0.766,1112
system globalisation high,1,0.6295,3090
system hospital,1,0.6868,1678
system instruction design,1,0.7155,372
system integration,1,0.7232,901
system cpss increase,1,0.7116,3914
system cultivate,1,0.5693,475
system customer,1,0.6952,2557
system design uml,1,0.8619,4087
system digital,1,0.6195,2562
system distance,1,0.6806,2277
system emerge model,1,0.6402,3293
system employ questionnairebase,1,0.769,2556
target recommendation policymake,1,0.6327,1334
agency inservice,1,0.6799,1630
agency teacher educationdevelopment,1,0.8171,751
agency tool remain,1,0.6477,3067
agent architecture explainability,1,0.9073,73
agent design hypertextual,1,0.8962,406
agent generate scenario,1,0.6986,1739
agent leverage,1,0.6487,1053
tangible foodsystem outcome,1,0.6763,168
tangible intangible human,1,0.7349,3159
target business,1,0.7002,1796
target engineering firm,1,0.6525,3075
target field,1,0.6432,840
target intervention,1,0.6437,3070
target leadership communication,1,0.7739,1998
target proteincouple receptor,1,0.6844,1113
tackle exploit apply,1,0.7007,3259
tactical guidance service,1,0.6891,1434
tag establish information,1,0.6539,1658
tailor integration udt,1,0.604,1328
tailor interactive content,1,0.7141,2418
tailor preference,1,0.6986,2875
tam trust delf,1,0.6627,1438
tangibilization trust genai,1,0.777,1103
systematic mapping agile,1,0.8313,46
systematically promptwritingdriven genai,1,0.7662,1681
systemlevel enforcement democratization,1,0.6188,3397
systemonchip transformerbase,1,0.7638,2906
systemwide genai,1,0.8454,1424
table visual representation,1,0.8008,2689
tablet compression ai,1,0.8571,629
tacit knowledge,1,0.7796,2049
task dat,1,0.7559,156
task decomposition intentbase,1,0.8089,806
task deep learning,1,0.7706,509
task design benchmark,1,0.7772,3587
task domainspecific expertise,1,0.7537,3150
task emerge llm,1,0.7157,142
task fast scalable,1,0.7438,3058
task increase,1,0.6731,1005
agile ai implication,1,0.8909,1620
agile challenge,1,0.8636,43
agile comprehensive policy,1,0.7593,2451
agile devop practice,1,0.8411,4104
target video,1,0.7089,2015
task aigenerate text,1,0.8705,3030
task aspect genderbase,1,0.7935,1849
task assistance,1,0.6515,1945
agentic web navigation,1,0.7736,1723
agentstoanswer become agentstosupport,1,0.5828,4062
aggregate knowledge versus,1,0.8372,2785
aggregation object iteratively,1,0.7245,2026
aggregation thereby support,1,0.6924,3028
agi ava substantiate,1,0.7163,2228
agi student personalise,1,0.8341,3921
agi tool chatgpt,1,0.6872,3199
agent mix,1,0.7129,1674
agent offer,1,0.7374,395
agent perform comparably,1,0.7615,39
agent pubbie case,1,0.8246,2766
agent support multilingual,1,0.8032,3425
agent two personalization,1,0.7011,3357
agentbase framework enforce,1,0.8609,102
agentic application,1,0.7819,801
teach proficiency indicate,1,0.8059,3364
teach simulation design,1,0.8833,2393
teach voice,1,0.7922,2680
teacher administrator perspective,1,0.7242,3407
teacher aie system,1,0.7948,1827
teacher education scenariobase,1,0.8761,245
teacher engage target,1,0.8083,2725
teacher feedback fatigue,1,0.8855,1725
teach african university,1,0.8289,953
teach antiparasitic pharmacology,1,0.7057,1364
teach business process,1,0.8117,115
teach concept pedagogy,1,0.7727,1811
teach gap validate,1,0.8222,488
teach intervention harness,1,0.835,1773
teach learn factor,1,0.878,1029
teach practice visionary,1,0.7965,3528
taskbase communication effective,1,0.8035,2931
taskbase indian student,1,0.727,448
taskfocuse ir genai,1,0.8543,803
taskoriente customization level,1,0.6971,1219
taskoriente dialogue tod,1,0.6151,2749
taxis education level,1,0.5889,3064
tcm hereinafter,1,0.6594,1756
tcm teaching material,1,0.7724,2199
task introduce embeddingbased,1,0.6992,409
task leverage multilingual,1,0.8134,3062
task name entity,1,0.822,1075
task offer recommendation,1,0.6692,3980
task parallelism opportunitie,1,0.7498,3641
task planning taskbase,1,0.6851,1757
task resumption clusterbase,1,0.7609,434
task setup,1,0.711,1637
teamwork therefore,1,0.7226,1325
technical knowledge calculate,1,0.7273,1355
technical politicaleconomic relation,1,0.6829,4135
technique along vein,1,0.515,1580
technique bypass genai,1,0.5301,3161
advocate inclusion emotional,1,0.7305,1449
advocate incorporation interactive,1,0.7367,1871
advocate librarian fellow,1,0.7004,1440
team ai,1,0.883,439
team analyse,1,0.7506,1686
team detector,1,0.7674,3029
team level remain,1,0.7874,875
team nasa natural,1,0.7972,3769
team participate subtask,1,0.6195,3048
teammate framing allow,1,0.7554,1999
teamwork enabler success,1,0.708,1479
teaching always come,1,0.8528,4277
teaching learn build,1,0.7926,2520
teaching learn uptake,1,0.7308,2521
teaching practice studentcentere,1,0.765,3680
teaching relate tool,1,0.8536,1541
teaching staff,1,0.7451,2408
teaching test era,1,0.8832,1410
teachinglearne strategy integration,1,0.8717,2403
teacher knowledgebuilde process,1,0.8706,243
teacher leadership practice,1,0.9112,3005
teacher perceive humantechnology,1,0.8482,986
teacher process design,1,0.8514,1759
teacher pst conversation,1,0.7997,1130
teacher student decisionmaker,1,0.7679,3949
teacher student stakeholder,1,0.7771,3488
teacher training llm,1,0.8401,2245
technique hardware resource,1,0.7271,3944
technique preserve,1,0.6781,3263
technique query involve,1,0.7536,1117
technique sentence level,1,0.8285,38
technoanthropological discourse technological,1,0.8271,1126
technodeterminist,1,0.6759,550
technodigital,1,0.6666,2438
technoemotional projection genai,1,0.8705,1900
age mapping,1,0.5787,1576
age population,1,0.6894,1487
age transform technology,1,0.6999,202
age user verification,1,0.6898,4167
aged cusac305 interface,1,0.7624,303
agency identity formation,1,0.6815,809
technique effective stance,1,0.6904,3873
technique government case,1,0.7864,2766
affective vibration humancentere,1,0.8653,926
affordance customer orientation,1,0.8574,2988
affordance mitigate schoollevel,1,0.68,2666
affordance theory dynamiccapability,1,0.8162,2583
african philosophical principle,1,0.7417,3131
afterhour utilization,1,0.6131,171
age deep aging,1,0.8701,1443
age face body,1,0.7389,1081
aerial access network,1,0.8327,3583
aerial vehicle integration,1,0.7589,2816
aes system,1,0.6764,3322
aesthetic digital art,1,0.8144,1583
aesthetics university writer,1,0.8418,473
affect group,1,0.6231,4044
affect novelty disclosure,1,0.6774,1380
affect woman worldwide,1,0.6175,1655
technology balance ais,1,0.6232,1357
technology become embe,1,0.7485,2544
technology capable bridge,1,0.6044,3991
technology choice,1,0.7681,1779
technology constraint due,1,0.5939,3794
technology corporation big,1,0.7996,956
technology curriculum design,1,0.8513,455
technology disability multimodal,1,0.8806,2732
technology access near,1,0.7398,2309
technology accounting diverse,1,0.6205,1135
technology additionally age,1,0.7132,1745
technology ait model,1,0.7792,2962
technology algorithm limit,1,0.6333,3472
technology anxiety scale,1,0.7998,2419
technology application conduct,1,0.768,2362
technology associate risk,1,0.72,1187
technological reality,1,0.5946,7
technological university possible,1,0.7781,3922
technologically advanced enterprise,1,0.7123,4085
technologically literate,1,0.7186,1803
technologically progressive era,1,0.7101,1620
technologien wie robotic,1,0.7208,2490
technologist institution opportunity,1,0.5661,1257
technologist student lead,1,0.6096,1720
technological adaptivity experience,1,0.7108,1226
technological advancement outpace,1,0.6711,2857
technological determinism constructivist,1,0.7797,3638
technological development way,1,0.7093,747
technological illusion,1,0.728,2625
technological innovation application,1,0.6915,1402
technological problem regulatory,1,0.717,888
technological protection measure,1,0.7456,3520
technology interpretive,1,0.8559,2841
technology like esp32cam,1,0.7609,2549
technology literacy age,1,0.7982,1760
technology litmap,1,0.6676,1324
advanced form capitalism,1,0.7853,3513
advanced functionality overrelye,1,0.691,2723
advanced imagevideo recognition,1,0.8051,2700
advanced medical image,1,0.8052,1001
technology imaginative,1,0.8331,1724
technology inappropriate,1,0.6742,1349
technology indian legal,1,0.8275,3741
technology industry adjust,1,0.6838,2049
technology industry play,1,0.7947,708
technology information,1,0.8172,3989
technology integrative literature,1,0.7331,3380
technology intelligent system,1,0.7445,3713
technology extension exist,1,0.6765,3632
technology foundation,1,0.7058,2942
technology gain,1,0.6002,2586
technology gpu increase,1,0.727,3537
technology healthy,1,0.8443,2844
technology heis stakeholder,1,0.7598,3437
technology hotel frontoffice,1,0.681,2814
technology ict latin,1,0.5163,4047
technology disposal report,1,0.561,310
technology earner,1,0.6855,4175
technology edtech dual,1,0.7221,762
technology efficient flexible,1,0.6397,2597
technology energise,1,0.7374,3616
technology engineering graduate,1,0.7605,2591
technology enhance nanostore,1,0.6214,3123
technology enhance visual,1,0.765,2048
technology policy large,1,0.742,2969
technology probe analyze,1,0.6508,812
technology professional contexts,1,0.7746,1558
technology rationality consumer,1,0.8754,2237
technology reach certain,1,0.6816,4227
technology recent aspect,1,0.7235,3822
technology reflection aid,1,0.8253,3823
technology responsible academic,1,0.7905,2428
advertisement integration datum,1,0.6737,1098
advice application vaas,1,0.7514,3413
advice conduct,1,0.7835,3738
advice director,1,0.7171,2366
advice genaigenerate,1,0.6858,3239
advisor healthcare app,1,0.7607,3446
technology lowsocioeconomicstatus region,1,0.5685,3255
technology memoe serve,1,0.6751,1730
advancement recurrent neural,1,0.6902,1386
advancement sector,1,0.6982,2996
advantage career,1,0.7564,3634
adversarial crossdomain mgt,1,0.8144,3033
adversarial network transformerbase,1,0.74,249
adversarial network variational,1,0.7929,4055
adversarial robustness multitarget,1,0.8857,1207
adverse consequence,1,0.7,1512
advanced nanoscale semiconductor,1,0.6984,2658
advanced personalisation closely,1,0.7317,3687
advanced technology like,1,0.734,2059
advanced technology reconfigurable,1,0.692,2816
advanced web,1,0.7518,908
advancement genai prediction,1,0.7392,1245
advancement metatechnology,1,0.7106,1746
advancement possibility creation,1,0.5783,3768
temporalspatial constraint implementation,1,0.6744,1733
temporary residential facility,1,0.7474,464
tenet requirement set,1,0.5827,1810
tension human creator,1,0.7996,3877
tension release set,1,0.7292,1175
tensor collect learner,1,0.8387,1573
tensor stream architecture,1,0.8584,1710
tensor tpu past,1,0.7465,1717
technosolutionism positionality ai,1,0.682,2192
tecnolgico artefacto construido,1,0.8072,4044
template adoption,1,0.6536,3942
template reusable knowledge,1,0.799,1780
template thematic despite,1,0.868,295
temporal delay enhance,1,0.6679,2646
temporality interaction beyond,1,0.7057,818
temporality temporary vs,1,0.7185,93
technology technologymediate,1,0.6223,753
technology theory plan,1,0.7612,1331
technology together epistemic,1,0.7918,1981
technology try fit,1,0.796,2647
technology uncertainty,1,0.7406,971
technology workflow gap,1,0.7872,3693
technologyempowere,1,0.5777,868
technologyparticularly balance productivity,1,0.7193,2113
technology rise largescale,1,0.707,2279
technology scaffold,1,0.6575,196
technology section,1,0.6371,1084
technology short report,1,0.6028,318
technology structure mainly,1,0.65,531
technology student engagement,1,0.8664,1696
technology support area,1,0.6129,1218
technology synergy,1,0.6859,3623
text deep learn,1,0.8212,2054
text detection academic,1,0.8636,3062
text editor interface,1,0.7803,3189
text educational,1,0.8323,1329
text environmental humanity,1,0.7911,3758
text first enterprise,1,0.7925,3714
text genrebase pedagogy,1,0.8631,1323
text image even,1,0.8238,1929
testdriven development iterative,1,0.8026,2223
testicular cancer ai,1,0.6482,1025
testing framework agent,1,0.8035,2423
testing linuxbase,1,0.7471,2745
text answer,1,0.7721,1490
text answer language,1,0.7859,1754
text automate repetitive,1,0.7328,3247
text decision genai,1,0.8033,468
test drive,1,0.74,1516
test empirical,1,0.6493,3269
test fit unit,1,0.6489,91
test script android,1,0.8464,3269
test simulation,1,0.7236,2223
test structural model,1,0.6821,1200
test supervise ai,1,0.7892,1516
test transformer adapter,1,0.5092,3047
term aspiration genai,1,0.69,4202
term efficiency,1,0.5979,4181
term weight benchmark,1,0.7127,1582
tertiary education quality,1,0.6597,191
tertiary hospital hebei,1,0.6507,2513
test audit,1,0.7342,3787
test coaching framework,1,0.7863,1431
test creation simple,1,0.8448,409
texttoimage model personalization,1,0.8554,3350
texttotabular generate,1,0.7405,2323
textual datum prompt,1,0.663,3080
textual reflection experience,1,0.7687,139
tfidf vectorization,1,0.6177,3026
thematic case employ,1,0.8909,3531
thematic categorization gpt4omini,1,0.8611,2258
thematic categorize datum,1,0.6477,3633
text video last,1,0.7645,3308
text write human,1,0.8905,783
textbase datum,1,0.7622,214
textbase interaction paradigm,1,0.7259,1163
textbase model aec,1,0.7711,4061
textbase tool dominate,1,0.7004,2596
texteither cowritten clinician,1,0.8643,2140
textto3d generative model,1,0.7526,1286
text perform significantly,1,0.7791,305
text preprocesse,1,0.7688,3643
text quality evaluate,1,0.742,1317
text readability individual,1,0.8669,1015
text simulation specialize,1,0.7315,2108
text thus conduct,1,0.7729,2746
text type learner,1,0.8769,2063
text user instruction,1,0.8106,3279
text image increase,1,0.6647,464
text image sound,1,0.6869,4052
text interactive meaningmaking,1,0.8006,1231
text mental health,1,0.8014,2466
text mgt detection,1,0.8723,3037
text mgt domain,1,0.8197,3042
text mining large,1,0.7158,507
text pdfs address,1,0.7743,2689
adoption middle leader,1,0.7583,2322
adoption model efl,1,0.8262,1030
adoption model vam,1,0.7872,3709
adoption open learn,1,0.8701,216
adoption researcher leave,1,0.6996,279
adoption risk hence,1,0.5463,2117
adoption sector particularly,1,0.6126,633
adoption sixthgeneration communication,1,0.6391,1831
therapeutic benefit,1,0.6203,3666
therapeutic capability,1,0.7209,153
therapeutic dialogue expose,1,0.8445,4091
therapeutic simulation enhance,1,0.7302,3176
therapie bind,1,0.68,1113
adoption industry remain,1,0.7373,1953
adoption information,1,0.7432,4217
adoption intention tpack,1,0.7181,2755
theme usage,1,0.7412,3233
theoretical methodological implication,1,0.7663,1430
theoretical model employee,1,0.7276,1014
theoretical underpinning consideration,1,0.6933,44
theory accommodate transformative,1,0.7997,3518
theory global marketing,1,0.8639,3822
theory sdt technology,1,0.7089,364
theory stimulusorganismresponse model,1,0.6697,3676
thematic chatgpt user,1,0.8917,3466
thematic cluster,1,0.7759,857
thematic corpus participant,1,0.7229,378
thematic identify four,1,0.7614,4078
thematic multimodal demonstrate,1,0.7817,2502
thematic student aware,1,0.8343,2930
thematic urban design,1,0.902,1888
theme educator researcher,1,0.7873,229
thereby cost game,1,0.6853,3649
therefore student perception,1,0.7257,2803
thermal measurement boil,1,0.7714,3475
thesis opportunity limitation,1,0.6817,3635
thing iomt healthcare,1,0.6807,2966
think aec education,1,0.8283,4192
think design,1,0.8453,1165
think engineering evaluation,1,0.7705,3595
advance workforce qualitative,1,0.7472,3442
advanced communication technology,1,0.7332,3438
advanced empower researcher,1,0.6947,3708
therapy artifactrelate industry,1,0.811,2553
therapy elicit internal,1,0.8701,1513
therapy regiman demonstrate,1,0.5551,691
therapy session blockchain,1,0.8583,728
thereby cognitive experience,1,0.6513,2721
adult underprivileged community,1,0.6548,1353
advance astronomical datum,1,0.6714,92
advance customerdriven innovation,1,0.7875,187
advance dialogue genais,1,0.7152,1533
advance forensic linguistic,1,0.7806,2863
advance innovation unlock,1,0.6878,37
advance risk communication,1,0.716,348
advance urban,1,0.7248,541
adoption slb,1,0.793,272
adoption vietnam banking,1,0.8592,209
adoption willingness underscore,1,0.6851,205
adult exhibit low,1,0.6946,2246
adult literacy,1,0.7359,1573
adult migrant refugee,1,0.7003,1510
adult participant united,1,0.7494,2393
adult service setting,1,0.6941,2844
three country unite,1,0.6918,1019
three element chatgpt,1,0.8035,4214
three endocrinology expert,1,0.6998,4186
three experienced cs,1,0.7334,3502
three factor therefore,1,0.6663,2084
three inquiry response,1,0.7942,1250
three pakistani university,1,0.7691,760
three phase procrastination,1,0.6853,3171
threat actor attribution,1,0.6705,362
threat avoidance,1,0.7372,2407
threat deepfake fingerprint,1,0.8823,664
threat digital environment,1,0.8058,3951
threat hunt critical,1,0.8319,860
threat tool understand,1,0.6901,2526
threaten close business,1,0.684,1929
threaten technology concern,1,0.744,2202
think transformational educator,1,0.7608,2595
think undermine cognitive,1,0.7296,1771
thinking competency,1,0.7991,2266
third wheel seat,1,0.6193,3790
thirdgeneration culturalhistorical activity,1,0.7233,3839
thirdparty cloud solution,1,0.852,955
thoc2 ccdc57 pbxip1,1,0.7401,962
though whether visualization,1,0.8688,4124
think genai guide,1,0.8932,1701
think genai selfdirecte,1,0.7813,2767
think high,1,0.7462,378
think infrastructure write,1,0.7796,2156
think llm even,1,0.7799,2796
think multicultural classroom,1,0.8797,2977
think system organisation,1,0.8022,2217
think technologyenhance learn,1,0.8696,2642
timevarye channel condition,1,0.585,2737
tm implement,1,0.733,3825
tmax extract vizai,1,0.5082,2303
tongue understand wordofmachine,1,0.7178,32
tool agent capable,1,0.7627,1735
tool assist,1,0.6983,3107
tool capability understanding,1,0.6372,1208
tool chatgpt canva,1,0.7102,710
time poverty ability,1,0.6167,3321
time pressure link,1,0.6273,3133
time reveal although,1,0.6667,3181
time save output,1,0.7068,813
time stabilize task,1,0.654,1669
timeline summary construction,1,0.8559,3578
timely political information,1,0.762,1465
timesaving quality available,1,0.6262,3961
thus strengthen purchase,1,0.6454,1781
thyroid disease patient,1,0.6611,1259
time,1,0.647,3005
time creativity high,1,0.8005,3321
time identify,1,0.6607,1777
time loaf work,1,0.868,560
time market enhance,1,0.698,4159
time optimize llavas,1,0.7269,2892
three thyroid perioperative,1,0.6469,338
threedimensional fluvial channel,1,0.6624,1806
threelevel emotional design,1,0.7996,2553
threephase conduct consist,1,0.6573,2321
throughput token per,1,0.7506,1933
thus business,1,0.8435,4167
thus convergent validity,1,0.735,2917
thus researcher evaluate,1,0.7012,2247
tool mitigate faas,1,0.7523,3354
tool pronunciation teach,1,0.8644,1116
tool retain material,1,0.5984,2214
tool strategically plan,1,0.7132,3302
tool time stay,1,0.6171,3281
tool transform field,1,0.6997,1679
toolcentric response call,1,0.633,337
toolchain practice routine,1,0.6971,1068
tool facilitate personalise,1,0.7335,1253
tool generate intend,1,0.6552,1995
tool innovation romanian,1,0.6366,1863
tool interview many,1,0.7394,2777
tool job loss,1,0.7027,3604
tool lifecycle early,1,0.6937,266
tool like realtime,1,0.6763,1135
tool mainly cybersecurity,1,0.8145,1693
tool due high,1,0.6353,2680
tool elevate,1,0.6689,287
tool empower game,1,0.8455,923
tool enable dhh,1,0.7003,1204
tool enhance srl,1,0.7272,324
tool ethic security,1,0.601,604
tool existential threat,1,0.7363,2191
tool facilitate englishasaforeignlanguage,1,0.7542,356
tool chatgpt increase,1,0.7252,3788
tool chatgpt spark,1,0.6534,167
tool complex,1,0.6663,964
tool customize usecasespecific,1,0.789,1779
tool demonstrate transformerbase,1,0.7169,3762
tool deployment less,1,0.5951,3253
tool dishonest purpose,1,0.6608,1118
tool drive,1,0.7415,3832
tptp support system,1,0.6782,2921
admission practice article,1,0.6577,3964
adopt academic identity,1,0.7325,1847
adopt aiintegrate,1,0.6692,3401
adopt ban student,1,0.7715,167
adopt chatbot prevent,1,0.7931,3530
adopt company,1,0.6748,789
adopt cybersecurity defensive,1,0.7966,3085
toward academic environment,1,0.6912,3495
toward aigenerated review,1,0.8206,11
toward genai shape,1,0.7303,364
toward npc could,1,0.507,2208
toward text authenticity,1,0.7683,2304
town simulation simulate,1,0.7356,3584
tpack landscape enhance,1,0.6936,2267
tpack technostress,1,0.5603,3535
toughness modulus,1,0.7469,1393
tourism business forprofit,1,0.5964,2196
tourism case,1,0.6636,3671
tourism destination stereotype,1,0.918,1645
tourism hospitality frontline,1,0.72505,1
tourism valuable,1,0.6939,2696
tourist information search,1,0.843,1219
tourist reside united,1,0.747,2185
toolsboth technological nontechnologicalfor,1,0.7692,2709
top academic management,1,0.7471,1642
top management interaction,1,0.822,1808
topic intertopic,1,0.78,3366
topranke university,1,0.7064,3130
tort law remain,1,0.71,3869
total of736,1,0.6517,720
tough mixed ktwelve,1,0.6106,308
tradeoff urban street,1,0.8591,93
trading decision genairun,1,0.8655,577
traditional aggregation generate,1,0.7162,1816
traditional aibased,1,0.7723,4143
traditional demographic,1,0.7565,2071
traditional design exhibition,1,0.8341,4181
traditional evaluate term,1,0.7719,4007
traditional knowledge generation,1,0.8831,59
adoption gap participant,1,0.743,2231
adoption genaisupporte learning,1,0.8695,988
adoption geoai instance,1,0.5803,2927
adoption impulsando el,1,0.6396,2361
trace mechanism log,1,0.8326,1606
track malinfo social,1,0.8598,3445
track prim,1,0.6743,1692
tracking system offer,1,0.6736,2422
adoption chatgpt selfconfidence,1,0.8983,3536
adoption code,1,0.7697,506
adoption development security,1,0.6487,1125
adoption education faculty,1,0.8627,2018
adoption egyptian,1,0.7466,1736
adoption ensue carbon,1,0.7471,1164
adoption firm therefore,1,0.7342,2545
adoption fragmentation eg,1,0.7288,727
adopt energyefficient digital,1,0.6941,2444
adopt generative artifcial,1,0.7821,3369
adopt healthy behavior,1,0.6941,332
adopt mind mappingintegrate,1,0.7607,2664
adopt pertinent,1,0.6543,4231
adopt scenario denialofservice,1,0.7547,1670
adoptable faculty development,1,0.8489,1975
adopter experience lens,1,0.8291,3135
train hierarchical crosschain,1,0.8212,1589
train image enhancement,1,0.6591,4130
train instance,1,0.7999,4184
train language service,1,0.7061,3157
train llama3 consider,1,0.7635,458
train llmbase,1,0.7687,3036
train model offer,1,0.7204,3856
train next generation,1,0.7145,3085
train datum scholarly,1,0.8786,458
train datum suicide,1,0.8061,3579
train datum witness,1,0.778,4215
train education transformative,1,0.6273,4048
train employee genai,1,0.721,2691
train ethical article,1,0.7519,2507
train example overcome,1,0.7066,2949
train expose,1,0.6295,1426
train apis investigation,1,0.7222,3243
train articulate three,1,0.8278,3082
train available,1,0.7069,985
train competency,1,0.6607,2619
train content danish,1,0.7559,2618
train critical enable,1,0.7515,848
train curate language,1,0.71,2391
train dataset weed,1,0.8113,2705
traditional professorle feedback,1,0.8754,1251
traditional trailer,1,0.6919,837
traditionally ignore chat,1,0.8748,3108
traffic congestion optimization,1,0.7426,2630
traffic flow,1,0.703,1534
traffic pattern generate,1,0.7406,1471
traffic sustainable,1,0.7054,2966
train aipowere simulation,1,0.8332,617
training image derive,1,0.727,2414
training introduction comprehensive,1,0.67,4272
training model remain,1,0.5868,513
training programme ethic,1,0.6842,3107
training quality argue,1,0.714,2089
training stability,1,0.5914,539
training stage infringement,1,0.728,1027
training system store,1,0.7501,3432
training database reassessment,1,0.6362,3111
training daunt press,1,0.7021,3424
training effectively enable,1,0.7318,2997
training effort,1,0.7319,2043
training equipment accessibility,1,0.6614,9
training evaluation language,1,0.854,3652
training experience case,1,0.7673,446
training generation stage,1,0.7687,1232
train student futureready,1,0.7658,3442
train team nitstejasrikar,1,0.5701,3026
train technology oppose,1,0.7471,3639
train validation phase,1,0.6971,1554
trainer administer naloxone,1,0.7676,172
training achieve,1,0.6912,192
training content provenance,1,0.7835,4225
training cost therefore,1,0.6156,3474
train optimization evaluation,1,0.7297,3511
train orientate bounding,1,0.7519,2475
train patient first,1,0.7343,302
train prospective,1,0.7504,2656
train regular assessment,1,0.6786,3733
train resource efficiency,1,0.7264,1507
train risk management,1,0.7011,876
train specifically,1,0.7151,1548
transform language education,1,0.8891,788
transform learner engage,1,0.8168,687
transform marketing automate,1,0.827,1136
transform researcher redefine,1,0.793,2975
transform sector healthcare,1,0.7523,3637
transform software engineering,1,0.8255,503
transform user experience,1,0.7464,1067
transform wellstructure document,1,0.7079,1418
transform assessment fund,1,0.7243,3022
transform construction environment,1,0.8894,480
transform field like,1,0.6763,2859
transform human resource,1,0.8286,2313
transform humancomputer cocreation,1,0.7808,4232
transform indian agriculture,1,0.6662,933
transform interactive behavior,1,0.8075,256
transform knowledge work,1,0.7944,481
transcend traditional query,1,0.7605,803
transcription mistake,1,0.8608,2006
transfer learn breast,1,0.7914,1655
transfer learn medical,1,0.832,472
transfer particularly train,1,0.7201,4066
transfer sdst generative,1,0.8085,3897
transfer security,1,0.5956,2902
transferable skill,1,0.607,3211
training team distilbertnit,1,0.6118,3041
training technology design,1,0.7517,1483
trajectory transformation follow,1,0.7118,4114
transactivity collaborative chat,1,0.862,2392
transcend,1,0.6735,26
transcend classical limitation,1,0.7394,3913
transcend conventional linear,1,0.5626,797
transcend time space,1,0.7069,1691
adaptive scientific modeling,1,0.7499,3263
adaptive testing last,1,0.8716,3658
adaptively support realtime,1,0.711,1373
add collaborative element,1,0.7402,262
addiction well,1,0.7327,273
additional radiation exposure,1,0.656,2303
additionally cloudedgedevice collaboration,1,0.742,2829
additionally industrie,1,0.6869,4107
transformative shift destination,1,0.7536,3007
transformer acceleration,1,0.7175,2906
transformer bart,1,0.5792,985
transformer brain behind,1,0.7813,3674
transformer characterize low,1,0.6086,679
transformer diffusion model,1,0.7307,2161
transformer door open,1,0.6288,2429
transformer network produce,1,0.5845,2073
transformative agentic,1,0.7274,1856
transformative education competency,1,0.8755,2572
transformative event currently,1,0.7998,1093
transformative genai pharmaceutical,1,0.8069,1592
transformative healthcare employment,1,0.7433,2604
transformative iot,1,0.7714,2059
transformative leadership emerge,1,0.7279,3613
